sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
9276;SDS011;4676;42.679;23.245;2019-01-01T00:00:06;209.10;;;87.73;;
11580;SDS011;5846;50.916;4.920;2019-01-01T00:00:06;21.10;;;14.33;;
7458;SDS011;3771;50.767;7.184;2019-01-01T00:00:06;213.67;;;153.87;;
11135;SDS011;5622;50.840;4.947;2019-01-01T00:00:06;21.93;;;14.00;;
9771;SDS011;4925;52.588;13.369;2019-01-01T00:00:06;221.50;;;144.00;;
18015;SDS011;9133;50.940;3.155;2019-01-01T00:00:06;22.32;;;19.98;;
8401;SDS011;4238;48.405;9.498;2019-01-01T00:00:06;233.40;;;145.50;;
10467;SDS011;5281;48.879;9.394;2019-01-01T00:00:06;25.03;;;17.57;;
7657;SDS011;8462;53.155;8.220;2019-01-01T00:00:06;25.13;;;19.03;;
10275;SDS011;5183;51.190;6.819;2019-01-01T00:00:06;274.47;;;203.30;;
19476;SDS011;9879;47.067;15.451;2019-01-01T00:00:06;31.70;;;19.40;;
4502;SDS011;2264;51.699;10.427;2019-01-01T00:00:06;34.45;;;17.65;;
1118;SDS011;546;48.785;9.178;2019-01-01T00:00:06;378.90;;;245.23;;
4798;SDS011;2413;42.590;23.396;2019-01-01T00:00:06;39.30;;;22.50;;
2706;SDS011;7819;48.045;7.642;2019-01-01T00:00:06;393.70;;;248.90;;
6842;SDS011;3460;52.028;8.916;2019-01-01T00:00:06;39.77;;;27.23;;
13945;SDS011;7045;22.263;113.991;2019-01-01T00:00:06;39.83;;;29.03;;
1651;SDS011;823;49.029;8.454;2019-01-01T00:00:06;417.50;;;230.27;;
6125;SDS011;3094;48.526;8.985;2019-01-01T00:00:06;460.37;;;389.03;;
14205;SDS011;7186;48.800;9.216;2019-01-01T00:00:06;472.20;;;337.60;;
5430;SDS011;2738;52.387;9.980;2019-01-01T00:00:06;47.30;;;27.50;;
11873;SDS011;5996;41.585;24.726;2019-01-01T00:00:06;48.43;;;30.03;;
2662;SDS011;1341;48.073;7.801;2019-01-01T00:00:06;498.70;;;437.98;;
1745;SDS011;870;52.127;8.401;2019-01-01T00:00:06;51.25;;;33.28;;
4939;SDS011;2485;49.326;7.214;2019-01-01T00:00:06;513.23;;;157.63;;
577;SDS011;275;48.491;9.213;2019-01-01T00:00:06;553.00;;;470.70;;
7531;SDS011;3807;49.030;8.714;2019-01-01T00:00:06;55.30;;;30.47;;
1645;SDS011;820;48.744;9.154;2019-01-01T00:00:06;557.20;;;336.60;;
7267;SDS011;3675;43.276;27.962;2019-01-01T00:00:06;56.60;;;27.53;;
8217;SDS011;4150;50.965;11.019;2019-01-01T00:00:06;56.63;;;56.10;;
8262;SDS011;4171;50.738;6.836;2019-01-01T00:00:06;57.00;;;32.83;;
7074;SDS011;3578;51.568;6.931;2019-01-01T00:00:06;58.10;;;41.47;;
11245;SDS011;5680;49.857;8.646;2019-01-01T00:00:06;5.90;;;5.70;;
18501;SDS011;9380;52.188;5.602;2019-01-01T00:00:06;610.87;;;343.00;;
19664;SDS011;9980;51.020;7.772;2019-01-01T00:00:06;63.27;;;38.90;;
3741;SDS011;1886;48.071;11.688;2019-01-01T00:00:06;633.63;;;356.07;;
16322;SDS011;8270;48.348;10.988;2019-01-01T00:00:06;67.27;;;44.50;;
11445;SDS011;5779;64.179;15.431;2019-01-01T00:00:06;6.90;;;1.80;;
14514;SDS011;7343;50.813;4.334;2019-01-01T00:00:06;7.00;;;6.10;;
18568;SDS011;9414;48.317;-1.041;2019-01-01T00:00:06;73.60;;;23.70;;
3873;SDS011;1952;50.873;6.691;2019-01-01T00:00:06;77.90;;;52.73;;
14189;SDS011;7176;45.477;9.168;2019-01-01T00:00:06;85.77;;;69.70;;
7306;SDS011;3694;48.731;9.248;2019-01-01T00:00:06;896.47;;;369.27;;
11253;SDS011;5684;50.920;6.358;2019-01-01T00:00:06;90.07;;;60.97;;
715;SDS011;341;48.725;9.095;2019-01-01T00:00:06;93.37;;;39.40;;
16762;SDS011;8499;44.435;26.095;2019-01-01T00:00:06;96.47;;;45.13;;
9665;SDS011;4871;52.004;5.925;2019-01-01T00:00:07;0.20;;;0.20;;
14732;SDS011;7457;50.961;6.830;2019-01-01T00:00:07;105.53;;;48.00;;
556;SDS011;264;50.923;11.596;2019-01-01T00:00:07;11.33;;;7.13;;
8009;SDS011;4050;51.160;6.938;2019-01-01T00:00:07;134.87;;;90.13;;
3989;SDS011;2009;47.757;11.368;2019-01-01T00:00:07;137.32;;;36.15;;
16717;SDS011;8476;50.088;8.698;2019-01-01T00:00:07;138.43;;;86.57;;
11324;SDS011;5717;51.222;-0.195;2019-01-01T00:00:07;14.23;;;8.10;;
6713;SDS011;3394;51.247;6.792;2019-01-01T00:00:07;160.97;;;121.05;;
15837;SDS011;8019;59.845;17.637;2019-01-01T00:00:07;16.15;;;5.70;;
4660;SDS011;2343;42.689;23.307;2019-01-01T00:00:07;162.45;;;76.65;;
3865;SDS011;1948;53.250;10.412;2019-01-01T00:00:07;18.10;;;13.10;;
3355;SDS011;1691;52.486;13.375;2019-01-01T00:00:07;216.33;;;121.87;;
7130;SDS011;3607;52.176;10.558;2019-01-01T00:00:07;22.83;;;13.03;;
18050;SDS011;9150;54.380;18.616;2019-01-01T00:00:07;24.87;;;14.10;;
10969;SDS011;5537;52.322;10.231;2019-01-01T00:00:07;27.73;;;20.50;;
9858;SDS011;4968;42.495;27.476;2019-01-01T00:00:07;31.57;;;28.17;;
5720;SDS011;2885;41.255;1.904;2019-01-01T00:00:07;3.17;;;2.40;;
6455;SDS011;3261;48.761;9.156;2019-01-01T00:00:07;335.87;;;193.17;;
14611;SDS011;7392;52.079;11.650;2019-01-01T00:00:07;36.37;;;28.00;;
16258;SDS011;8237;48.182;11.553;2019-01-01T00:00:07;388.37;;;294.00;;
7911;SDS011;4001;52.534;13.437;2019-01-01T00:00:07;389.33;;;314.60;;
13212;SDS011;6671;22.583;114.138;2019-01-01T00:00:07;39.27;;;24.97;;
5694;SDS011;2872;48.873;9.358;2019-01-01T00:00:07;413.70;;;209.30;;
1422;SDS011;706;48.852;8.987;2019-01-01T00:00:07;454.23;;;246.43;;
18376;SDS011;9315;52.624;13.544;2019-01-01T00:00:07;454.33;;;234.47;;
11543;SDS011;5828;58.185;16.010;2019-01-01T00:00:07;4.83;;;1.80;;
15697;SDS011;7949;48.726;9.101;2019-01-01T00:00:07;511.50;;;302.87;;
4700;SDS011;8724;51.272;6.554;2019-01-01T00:00:07;53.57;;;38.40;;
18146;SDS011;9199;48.833;9.182;2019-01-01T00:00:07;578.10;;;477.87;;
3565;SDS011;1797;51.844;7.685;2019-01-01T00:00:07;67.65;;;30.72;;
17222;SDS011;8728;51.353;4.327;2019-01-01T00:00:07;71.07;;;31.20;;
7057;SDS011;3570;43.080;25.627;2019-01-01T00:00:07;77.70;;;35.83;;
9832;SDS011;4955;51.637;6.010;2019-01-01T00:00:07;81.60;;;53.57;;
8540;SDS011;4308;51.294;6.590;2019-01-01T00:00:07;81.63;;;54.70;;
13343;SDS011;6741;48.964;9.406;2019-01-01T00:00:07;83.60;;;51.17;;
13897;SDS011;7019;50.766;4.474;2019-01-01T00:00:07;9.07;;;7.17;;
12663;SDS011;6396;58.490;15.528;2019-01-01T00:00:08;10.37;;;3.50;;
5191;SDS011;2615;44.525;11.285;2019-01-01T00:00:08;112.42;;;74.05;;
3591;SDS011;1810;48.721;9.094;2019-01-01T00:00:08;143.62;;;59.35;;
9866;SDS011;4972;42.685;23.241;2019-01-01T00:00:08;144.30;;;59.27;;
16942;SDS011;8588;48.806;9.800;2019-01-01T00:00:08;162.90;;;136.00;;
2664;SDS011;1342;48.696;9.140;2019-01-01T00:00:08;174.60;;;81.40;;
14104;SDS011;7130;52.484;4.765;2019-01-01T00:00:08;18.60;;;10.97;;
18130;SDS011;9191;54.325;10.126;2019-01-01T00:00:08;18.87;;;9.40;;
8092;SDS011;4089;52.420;13.334;2019-01-01T00:00:08;190.50;;;110.17;;
8498;SDS011;4287;52.284;8.020;2019-01-01T00:00:08;19.10;;;15.50;;
15655;SDS011;7928;43.615;1.455;2019-01-01T00:00:08;19.97;;;11.33;;
9981;SDS011;5031;51.112;7.029;2019-01-01T00:00:08;1999.90;;;999.90;;
10479;SDS011;5287;42.609;23.040;2019-01-01T00:00:08;21.07;;;13.33;;
19623;SDS011;9959;49.798;9.929;2019-01-01T00:00:08;221.80;;;98.97;;
11982;SDS011;6051;51.185;7.177;2019-01-01T00:00:08;227.07;;;91.90;;
8560;SDS011;4318;48.886;9.997;2019-01-01T00:00:08;23.37;;;17.07;;
19087;SDS011;9676;50.916;13.351;2019-01-01T00:00:08;241.17;;;147.40;;
7128;SDS011;3606;52.930;8.644;2019-01-01T00:00:08;26.60;;;19.43;;
14813;SDS011;7498;57.914;12.060;2019-01-01T00:00:08;28.20;;;7.93;;
18671;SDS011;9465;52.250;21.038;2019-01-01T00:00:08;37.17;;;17.67;;
6103;SDS011;3082;49.919;9.077;2019-01-01T00:00:08;382.43;;;265.35;;
483;SDS011;228;48.922;12.198;2019-01-01T00:00:08;39.08;;;34.32;;
11263;SDS011;5689;48.798;9.070;2019-01-01T00:00:08;417.10;;;290.27;;
18621;SDS011;9440;48.401;11.743;2019-01-01T00:00:08;51.50;;;35.10;;
2742;SDS011;1379;52.461;7.148;2019-01-01T00:00:08;56.90;;;35.93;;
15612;SDS011;7906;48.992;8.392;2019-01-01T00:00:08;58.33;;;36.73;;
1465;SDS011;726;52.425;13.538;2019-01-01T00:00:08;60;;;53;;
2289;SDS011;1153;47.985;7.898;2019-01-01T00:00:08;68.70;;;36.83;;
4963;SDS011;2497;47.409;9.740;2019-01-01T00:00:08;74.50;;;4.50;;
17028;SDS011;8631;48.631;9.345;2019-01-01T00:00:08;753.67;;;512.33;;
18332;SDS011;9292;48.712;9.160;2019-01-01T00:00:08;757.40;;;493.90;;
16201;SDS011;8208;52.432;13.253;2019-01-01T00:00:08;76.00;;;53.63;;
13321;SDS011;6730;46.248;6.929;2019-01-01T00:00:08;8.37;;;5.50;;
8849;SDS011;5638;50.861;4.699;2019-01-01T00:00:08;8.83;;;7.67;;
4553;SDS011;2289;48.317;15.174;2019-01-01T00:00:08;9.97;;;7.00;;
16149;SDS011;8180;55.606;13.025;2019-01-01T00:00:09;11.50;;;4.30;;
5880;SDS011;2966;52.599;10.928;2019-01-01T00:00:09;12.33;;;7.00;;
15873;SDS011;8036;50.785;0.324;2019-01-01T00:00:09;12.50;;;10.27;;
8919;SDS011;4495;42.645;23.274;2019-01-01T00:00:09;130.83;;;62.93;;
17436;SDS011;8836;52.272;5.134;2019-01-01T00:00:09;132.87;;;103.03;;
10142;SDS011;5112;54.087;13.446;2019-01-01T00:00:09;13.93;;;10.13;;
8777;SDS011;4425;50.873;4.712;2019-01-01T00:00:09;14.00;;;12.50;;
12308;SDS011;6217;48.150;17.142;2019-01-01T00:00:09;149.30;;;111.03;;
341;SDS011;159;48.721;9.267;2019-01-01T00:00:09;155.87;;;138.58;;
14392;SDS011;7281;42.677;23.372;2019-01-01T00:00:09;156.32;;;81.90;;
17151;SDS011;8691;50.829;4.701;2019-01-01T00:00:09;15.90;;;14.17;;
17251;SDS011;8742;51.717;8.791;2019-01-01T00:00:09;159.63;;;73.23;;
6614;SDS011;3343;42.895;23.912;2019-01-01T00:00:09;159.67;;;74.73;;
14436;SDS011;7303;50.715;4.517;2019-01-01T00:00:09;18.10;;;10.73;;
14272;SDS011;7220;49.449;11.052;2019-01-01T00:00:09;190.03;;;143.47;;
15035;SDS011;7615;48.574;13.474;2019-01-01T00:00:09;192.30;;;120.10;;
12210;SDS011;6168;42.657;23.299;2019-01-01T00:00:09;203.40;;;119.53;;
13857;SDS011;6999;51.459;7.191;2019-01-01T00:00:09;231.20;;;154.30;;
7094;SDS011;3589;48.143;11.460;2019-01-01T00:00:09;248.30;;;141.00;;
1390;SDS011;690;51.454;7.194;2019-01-01T00:00:09;253.62;;;165.37;;
7261;SDS011;3672;48.413;10.007;2019-01-01T00:00:09;25.80;;;23.60;;
14903;SDS011;7543;53.148;8.233;2019-01-01T00:00:09;27.23;;;19.33;;
12344;SDS011;6238;48.969;9.071;2019-01-01T00:00:09;294.57;;;232.63;;
2273;SDS011;1144;48.511;9.060;2019-01-01T00:00:09;309.00;;;216.50;;
16535;SDS011;8380;55.717;13.218;2019-01-01T00:00:09;31.53;;;17.03;;
16504;SDS011;8365;51.030;4.695;2019-01-01T00:00:09;32.37;;;22.57;;
13495;SDS011;6820;49.375;8.452;2019-01-01T00:00:09;386.10;;;345.63;;
15022;SDS011;7608;49.571;10.877;2019-01-01T00:00:09;38.80;;;31.33;;
13269;SDS011;6703;51.994;7.569;2019-01-01T00:00:09;39.50;;;27.40;;
12936;SDS011;6534;51.744;19.455;2019-01-01T00:00:09;40.30;;;19.87;;
13404;SDS011;6773;51.192;7.025;2019-01-01T00:00:09;40.87;;;27.70;;
8999;SDS011;4535;53.368;6.773;2019-01-01T00:00:09;41.67;;;35.20;;
7039;SDS011;3561;48.180;11.538;2019-01-01T00:00:09;446.57;;;222.87;;
7126;SDS011;3605;51.492;12.001;2019-01-01T00:00:09;45.78;;;19.60;;
3347;SDS011;1687;49.541;8.573;2019-01-01T00:00:09;472.57;;;275.90;;
7759;SDS011;3924;48.831;9.263;2019-01-01T00:00:09;481.07;;;289.17;;
12330;SDS011;6231;48.114;11.585;2019-01-01T00:00:09;540.43;;;352.07;;
7701;SDS011;3893;42.194;24.337;2019-01-01T00:00:09;55.23;;;28.97;;
19111;SDS011;9688;51.905;8.377;2019-01-01T00:00:09;58.30;;;27.67;;
2772;SDS011;1394;47.045;15.745;2019-01-01T00:00:09;61.27;;;39.50;;
1751;SDS011;873;47.696;8.069;2019-01-01T00:00:09;6.23;;;3.43;;
6507;SDS011;3287;52.221;5.271;2019-01-01T00:00:09;64.33;;;44.57;;
18945;SDS011;9606;52.338;20.870;2019-01-01T00:00:09;64.90;;;25.57;;
747;SDS011;358;49.389;8.798;2019-01-01T00:00:09;65.43;;;50.90;;
12491;SDS011;6310;53.658;10.102;2019-01-01T00:00:09;65.67;;;47.33;;
13879;SDS011;7010;48.200;16.333;2019-01-01T00:00:09;67.13;;;40.37;;
12721;SDS011;6425;50.315;8.114;2019-01-01T00:00:09;72.50;;;37.50;;
10124;SDS011;5102;51.380;6.745;2019-01-01T00:00:09;72.60;;;48.50;;
11685;SDS011;5899;51.283;6.095;2019-01-01T00:00:09;73.17;;;60.30;;
8594;SDS011;4335;48.860;9.198;2019-01-01T00:00:09;76.90;;;58.07;;
2390;SDS011;1206;50.823;4.360;2019-01-01T00:00:09;7.90;;;6.60;;
4084;SDS011;2057;50.859;6.572;2019-01-01T00:00:09;82.85;;;46.33;;
2898;SDS011;1459;50.864;6.438;2019-01-01T00:00:09;86.67;;;58.98;;
10013;SDS011;7178;20.595;-100.397;2019-01-01T00:00:09;8.78;;;7.90;;
6997;SDS011;3539;47.981;12.239;2019-01-01T00:00:09;88.85;;;43.50;;
12457;SDS011;6294;48.873;9.220;2019-01-01T00:00:10;108.03;;;61.37;;
14994;SDS011;7593;49.006;8.371;2019-01-01T00:00:10;108.13;;;63.67;;
7424;SDS011;3754;48.963;8.401;2019-01-01T00:00:10;115.90;;;98.00;;
15055;SDS011;7626;42.674;23.284;2019-01-01T00:00:10;119.57;;;82.07;;
2518;SDS011;1270;52.555;13.340;2019-01-01T00:00:10;120.70;;;107.47;;
19231;SDS011;9750;48.730;10.293;2019-01-01T00:00:10;13.27;;;9.90;;
5325;SDS011;2685;42.706;23.322;2019-01-01T00:00:10;138.03;;;62.73;;
10005;SDS011;5042;42.626;23.381;2019-01-01T00:00:10;139.50;;;80.33;;
12030;SDS011;6076;50.872;4.715;2019-01-01T00:00:10;15.20;;;12.43;;
13597;SDS011;6869;54.242;12.453;2019-01-01T00:00:10;15.33;;;10.57;;
16506;SDS011;8366;51.020;7.642;2019-01-01T00:00:10;157.00;;;78.10;;
359;SDS011;168;48.871;9.226;2019-01-01T00:00:10;157.40;;;130.57;;
2235;SDS011;1124;42.646;23.638;2019-01-01T00:00:10;177.75;;;91.85;;
11809;SDS011;5962;41.566;23.734;2019-01-01T00:00:10;21.70;;;14.07;;
15250;SDS011;7728;52.206;11.611;2019-01-01T00:00:10;22.93;;;16.83;;
17532;SDS011;8884;59.321;13.484;2019-01-01T00:00:10;24.67;;;3.30;;
92;SDS011;42;48.800;9.003;2019-01-01T00:00:10;254.75;;;227.00;;
1388;SDS011;689;49.880;8.649;2019-01-01T00:00:10;273.17;;;243.40;;
14356;SDS011;7262;48.765;9.166;2019-01-01T00:00:10;324.73;;;211.60;;
7875;SDS011;3983;51.929;12.596;2019-01-01T00:00:10;33.67;;;18.20;;
5275;SDS011;2661;50.786;12.728;2019-01-01T00:00:10;359.87;;;154.68;;
229;SDS011;144;48.729;9.337;2019-01-01T00:00:10;362.50;;;191.90;;
2205;SDS011;1109;48.020;11.477;2019-01-01T00:00:10;40.92;;;23.42;;
12385;SDS011;6257;57.633;18.310;2019-01-01T00:00:10;4.23;;;1.30;;
2540;SDS011;1281;52.065;8.610;2019-01-01T00:00:10;43.10;;;26.12;;
18754;SDS011;9506;47.664;9.167;2019-01-01T00:00:10;45.85;;;30.72;;
18685;SDS011;9473;52.342;13.110;2019-01-01T00:00:10;47.37;;;20.07;;
16310;SDS011;8264;48.511;8.872;2019-01-01T00:00:10;53.83;;;37.37;;
12288;SDS011;6207;49.307;7.337;2019-01-01T00:00:10;541.07;;;176.77;;
15506;SDS011;7855;52.211;5.982;2019-01-01T00:00:10;-58.62;;;225.69;;
4865;SDS011;2447;51.960;10.482;2019-01-01T00:00:10;6.80;;;5.72;;
13864;SDS011;7002;51.611;7.559;2019-01-01T00:00:10;74.60;;;50.67;;
17277;SDS011;8757;51.221;7.638;2019-01-01T00:00:10;81.15;;;47.98;;
12100;SDS011;6113;42.677;23.334;2019-01-01T00:00:10;84.00;;;53.50;;
4907;SDS011;2469;51.539;7.363;2019-01-01T00:00:10;93.00;;;70.87;;
19611;SDS011;9953;50.922;6.963;2019-01-01T00:00:10;97.17;;;59.10;;
17040;SDS011;8637;18.344;105.904;2019-01-01T00:00:11;0.20;;;0.10;;
13197;SDS011;6664;52.515;13.439;2019-01-01T00:00:11;107.33;;;58.00;;
1296;SDS011;641;48.491;9.185;2019-01-01T00:00:11;116.93;;;71.65;;
8464;SDS011;4269;52.458;13.429;2019-01-01T00:00:11;125.67;;;92.77;;
17995;SDS011;9123;48.158;17.122;2019-01-01T00:00:11;13.80;;;10.80;;
10001;SDS011;5040;42.670;23.268;2019-01-01T00:00:11;149.57;;;77.43;;
8956;SDS011;4513;50.053;8.230;2019-01-01T00:00:11;149.75;;;84.03;;
197;SDS011;88;48.483;9.204;2019-01-01T00:00:11;1509.70;;;808.80;;
8119;SDS011;4102;47.652;9.464;2019-01-01T00:00:11;168.65;;;150.80;;
16612;SDS011;8419;52.358;9.752;2019-01-01T00:00:11;17.13;;;9.20;;
1717;SDS011;856;52.664;8.244;2019-01-01T00:00:11;19.50;;;16.07;;
9793;SDS011;4936;48.941;9.092;2019-01-01T00:00:11;22.07;;;16.50;;
18314;SDS011;9283;50.037;19.595;2019-01-01T00:00:11;224.83;;;56.77;;
3465;SDS011;1747;48.884;9.161;2019-01-01T00:00:11;247.03;;;140.80;;
11086;SDS011;5597;47.587;9.642;2019-01-01T00:00:11;25.80;;;20.07;;
9310;SDS011;4694;52.464;13.480;2019-01-01T00:00:11;279.80;;;148.57;;
16407;SDS011;8313;49.894;8.084;2019-01-01T00:00:11;28.27;;;13.50;;
14526;SDS011;7350;51.207;4.239;2019-01-01T00:00:11;32.83;;;21.97;;
4792;SDS011;2410;41.256;1.903;2019-01-01T00:00:11;3.43;;;3.13;;
7124;SDS011;3604;48.008;7.855;2019-01-01T00:00:11;354.23;;;150.55;;
11490;SDS011;5802;52.833;4.758;2019-01-01T00:00:11;3.80;;;3.40;;
19253;SDS011;9761;50.927;5.330;2019-01-01T00:00:11;47.57;;;31.73;;
4053;SDS011;2042;47.956;9.223;2019-01-01T00:00:11;47.87;;;14.37;;
13566;SDS011;6855;48.112;11.298;2019-01-01T00:00:11;50.17;;;29.13;;
4299;SDS011;2163;47.991;7.855;2019-01-01T00:00:11;505.37;;;280.40;;
4911;SDS011;2471;47.057;8.349;2019-01-01T00:00:11;51.00;;;28.30;;
12222;SDS011;6174;49.058;8.524;2019-01-01T00:00:11;52.40;;;39.37;;
19329;SDS011;9799;48.215;16.388;2019-01-01T00:00:11;52.50;;;36.93;;
2756;SDS011;1386;50.863;6.493;2019-01-01T00:00:11;53.13;;;26.87;;
15944;SDS011;8071;48.178;11.524;2019-01-01T00:00:11;567.47;;;403.37;;
19070;SDS011;9668;43.404;23.220;2019-01-01T00:00:11;58.77;;;33.80;;
7487;SDS011;3785;52.261;4.728;2019-01-01T00:00:11;61.27;;;45.27;;
15828;SDS011;8015;52.406;10.181;2019-01-01T00:00:11;62.90;;;34.87;;
8032;SDS011;3668;49.201;9.242;2019-01-01T00:00:11;63.10;;;51.07;;
13911;SDS011;7028;50.867;4.254;2019-01-01T00:00:11;7.87;;;7.07;;
12768;SDS011;6448;48.915;8.991;2019-01-01T00:00:11;78.90;;;71.60;;
19341;SDS011;9807;48.259;12.690;2019-01-01T00:00:11;80.00;;;42.23;;
6111;SDS011;3086;48.802;9.394;2019-01-01T00:00:11;817.37;;;497.40;;
7201;SDS011;3642;52.506;13.303;2019-01-01T00:00:11;84.50;;;61.13;;
9689;SDS011;4884;42.614;23.340;2019-01-01T00:00:11;85.20;;;52.77;;
2322;SDS011;1172;42.686;23.400;2019-01-01T00:00:11;90.03;;;61.15;;
11506;SDS011;5810;51.180;6.647;2019-01-01T00:00:11;91.43;;;51.87;;
3901;SDS011;1966;49.908;9.157;2019-01-01T00:00:11;95.77;;;49.30;;
17712;SDS011;8976;64.601;21.088;2019-01-01T00:00:12;0.60;;;0.60;;
13392;SDS011;6767;42.076;24.591;2019-01-01T00:00:12;101.90;;;65.07;;
5503;SDS011;2774;51.457;7.567;2019-01-01T00:00:12;104.47;;;74.97;;
9716;SDS011;4897;43.571;27.832;2019-01-01T00:00:12;1093.67;;;437.13;;
11522;SDS011;8099;43.202;27.708;2019-01-01T00:00:12;117.77;;;56.63;;
18290;SDS011;9271;48.591;8.865;2019-01-01T00:00:12;129.93;;;92.23;;
11620;SDS011;5866;49.093;11.901;2019-01-01T00:00:12;131.77;;;39.93;;
10575;SDS011;5336;42.669;23.275;2019-01-01T00:00:12;139.60;;;82.53;;
15363;SDS011;7781;49.691;6.471;2019-01-01T00:00:12;151.23;;;79.33;;
12320;SDS011;6225;52.720;8.276;2019-01-01T00:00:12;16.77;;;11.67;;
12513;SDS011;6322;48.084;-1.692;2019-01-01T00:00:12;1.80;;;1.70;;
14516;SDS011;7344;50.864;4.362;2019-01-01T00:00:12;19.13;;;16.00;;
13255;SDS011;6694;48.383;10.892;2019-01-01T00:00:12;210.73;;;114.33;;
14282;SDS011;7225;59.281;18.344;2019-01-01T00:00:12;23.23;;;12.03;;
15402;SDS011;7799;53.478;10.170;2019-01-01T00:00:12;27.67;;;24.40;;
13969;SDS011;7057;49.983;8.404;2019-01-01T00:00:12;318.77;;;225.80;;
10281;SDS011;5186;59.473;18.048;2019-01-01T00:00:12;32.93;;;18.00;;
10507;SDS011;5302;48.758;9.150;2019-01-01T00:00:12;346.02;;;241.57;;
13552;SDS011;6847;48.829;9.115;2019-01-01T00:00:12;373.90;;;258.73;;
7747;SDS011;3918;42.564;23.164;2019-01-01T00:00:12;37.67;;;18.53;;
1525;SDS011;756;49.983;8.241;2019-01-01T00:00:12;378.87;;;251.67;;
15940;SDS011;8069;48.894;9.225;2019-01-01T00:00:12;379.37;;;297.23;;
741;SDS011;355;52.027;8.519;2019-01-01T00:00:12;40.40;;;30.70;;
4309;SDS011;2168;53.576;9.981;2019-01-01T00:00:12;40.63;;;25.87;;
18110;SDS011;9182;57.490;12.078;2019-01-01T00:00:12;45.47;;;11.60;;
11151;SDS011;5630;49.341;10.803;2019-01-01T00:00:12;48.42;;;33.02;;
7669;SDS011;3877;42.562;27.635;2019-01-01T00:00:12;48.53;;;29.27;;
7967;SDS011;4029;48.021;7.858;2019-01-01T00:00:12;491.03;;;250.50;;
826;SDS011;395;48.132;11.608;2019-01-01T00:00:12;491.20;;;368.37;;
618;SDS011;294;49.201;9.242;2019-01-01T00:00:12;53.42;;;43.36;;
10515;SDS011;5306;49.184;2.419;2019-01-01T00:00:12;5.87;;;4.37;;
8893;SDS011;4483;48.621;9.231;2019-01-01T00:00:12;60.70;;;42.87;;
5339;SDS011;2692;48.848;8.924;2019-01-01T00:00:12;615.53;;;247.03;;
2770;SDS011;1393;48.014;10.718;2019-01-01T00:00:12;62.85;;;31.90;;
8191;SDS011;4137;49.764;8.651;2019-01-01T00:00:12;69.37;;;31.60;;
15624;SDS011;7912;51.375;6.127;2019-01-01T00:00:12;69.93;;;43.67;;
17769;SDS011;9009;53.553;9.928;2019-01-01T00:00:12;78.67;;;41.00;;
13411;SDS011;6777;51.473;7.218;2019-01-01T00:00:12;79.10;;;59.63;;
3597;SDS011;1813;52.015;8.714;2019-01-01T00:00:12;88.93;;;39.53;;
18933;SDS011;9599;53.705;10.385;2019-01-01T00:00:12;93.70;;;58.77;;
8915;SDS011;4493;52.485;13.361;2019-01-01T00:00:13;103.30;;;93.40;;
6320;SDS011;3193;42.425;25.617;2019-01-01T00:00:13;10.47;;;7.90;;
1911;SDS011;956;51.405;7.270;2019-01-01T00:00:13;105.17;;;60.87;;
15342;SDS011;7771;48.478;8.935;2019-01-01T00:00:13;105.33;;;65.87;;
7340;SDS011;6870;50.944;6.932;2019-01-01T00:00:13;126.07;;;86.82;;
13390;SDS011;6766;42.751;23.219;2019-01-01T00:00:13;135.70;;;82.83;;
11988;SDS011;6054;50.965;7.095;2019-01-01T00:00:13;153.43;;;93.20;;
14671;SDS011;7424;49.264;7.286;2019-01-01T00:00:13;1628.50;;;467.83;;
6422;SDS011;3244;42.707;23.288;2019-01-01T00:00:13;166.20;;;78.47;;
12070;SDS011;6096;52.560;13.377;2019-01-01T00:00:13;184.70;;;114.23;;
6133;SDS011;3098;42.678;23.364;2019-01-01T00:00:13;186.57;;;66.30;;
3918;SDS011;1974;48.671;8.995;2019-01-01T00:00:13;186.87;;;102.00;;
12306;SDS011;6216;51.146;7.007;2019-01-01T00:00:13;187.70;;;149.72;;
7707;SDS011;3896;48.757;8.887;2019-01-01T00:00:13;192.00;;;136.90;;
8343;SDS011;4209;48.779;9.117;2019-01-01T00:00:13;19.42;;;14.65;;
8500;SDS011;4288;48.485;10.024;2019-01-01T00:00:13;208.57;;;97.67;;
18457;SDS011;9358;51.186;6.831;2019-01-01T00:00:13;224.32;;;200.50;;
12882;SDS011;6509;54.633;9.935;2019-01-01T00:00:13;22.80;;;10.30;;
2736;SDS011;1376;46.972;15.340;2019-01-01T00:00:13;24.45;;;13.80;;
16926;SDS011;8580;50.856;4.353;2019-01-01T00:00:13;25.17;;;6.60;;
13400;SDS011;6771;51.458;7.206;2019-01-01T00:00:13;259.67;;;202.17;;
3547;SDS011;1788;49.401;11.092;2019-01-01T00:00:13;263.63;;;123.23;;
8980;SDS011;4526;52.271;10.944;2019-01-01T00:00:13;27.00;;;19.10;;
5121;SDS011;2563;52.243;7.955;2019-01-01T00:00:13;27.47;;;14.20;;
19454;SDS011;9866;49.830;19.036;2019-01-01T00:00:13;275.23;;;99.53;;
8991;SDS011;4531;50.968;5.260;2019-01-01T00:00:13;28.83;;;14.23;;
